data,reservatorio,vol util (%),prec (mm/dia),acum prec (mês)
1/1/2003,Cantareira,55.5533674675,0,0
1/2/2003,Cantareira,55.3986608901,11.1,11.1
1/3/2003,Cantareira,55.3986608901,8.6,19.6
1/4/2003,Cantareira,55.3986608901,14.3,33.9
1/5/2003,Cantareira,55.4760141788,12.7,46.5
1/6/2003,Cantareira,55.4760141788,23.8,70.4
1/7/2003,Cantareira,55.5533674675,0,70.4
1/8/2003,Cantareira,55.5533674675,0,70.4
1/9/2003,Cantareira,55.6307207562,0,70.4
1/10/2003,Cantareira,55.3986608901,0,70.4
1/11/2003,Cantareira,55.4760141788,25,95.4
1/12/2003,Cantareira,55.6307207562,8.3,103.7
1/13/2003,Cantareira,55.940133911,23.3,127.1
1/14/2003,Cantareira,55.8627806223,2.8,129.9
1/15/2003,Cantareira,55.7854273336,0,129.9
1/16/2003,Cantareira,55.7854273336,0,129.9
1/17/2003,Cantareira,56.1721937771,43.4,173.2
1/18/2003,Cantareira,57.1777865301,42.6,215.8
1/19/2003,Cantareira,57.719259551,6.4,222.3
1/20/2003,Cantareira,58.3380858606,30,252.2
1/21/2003,Cantareira,58.8022055928,0,252.2
1/22/2003,Cantareira,59.8851516345,49.6,301.9
1/23/2003,Cantareira,60.7360378102,18.2,320
1/24/2003,Cantareira,61.4322174084,22.2,342.3
1/25/2003,Cantareira,62.2057502954,1.1,343.3
1/26/2003,Cantareira,62.9792831824,4.1,347.5
1/27/2003,Cantareira,63.9075226467,18.5,366
1/28/2003,Cantareira,64.7584088224,16.9,382.9
1/29/2003,Cantareira,65.9960614415,18.2,401.1
1/30/2003,Cantareira,67.156360772,4.3,405.3
1/31/2003,Cantareira,68.3940133911,5.1,410.4
2/1/2003,Cantareira,69.3996061442,10.8,10.8
2/2/2003,Cantareira,69.941079165,0.3,11
2/3/2003,Cantareira,70.2504923198,0,11
2/4/2003,Cantareira,70.5599054746,0,11
2/5/2003,Cantareira,70.714612052,0.5,11.5
2/6/2003,Cantareira,71.1013784955,0.3,11.9
2/7/2003,Cantareira,71.3334383616,6.5,18.4
2/8/2003,Cantareira,71.4107916503,0.3,18.7
2/9/2003,Cantareira,71.5654982276,0,18.7
2/10/2003,Cantareira,71.6428515163,0,18.7
2/11/2003,Cantareira,71.720204805,0.3,19
2/12/2003,Cantareira,71.720204805,0,19
2/13/2003,Cantareira,71.5654982276,1.4,20.3
2/14/2003,Cantareira,71.8749113824,13.7,34
2/15/2003,Cantareira,71.8749113824,2.6,36.6
2/16/2003,Cantareira,72.0296179598,8.3,45
2/17/2003,Cantareira,72.0296179598,3.4,48.3
2/18/2003,Cantareira,72.7257975581,40.6,89
2/19/2003,Cantareira,72.9578574242,5,94
2/20/2003,Cantareira,73.1125640016,4.3,98.3
2/21/2003,Cantareira,73.3446238677,0.9,99.2
2/22/2003,Cantareira,73.4219771564,1.5,100.7
2/23/2003,Cantareira,73.4993304451,0.3,101
2/24/2003,Cantareira,73.4993304451,0,101
2/25/2003,Cantareira,73.4993304451,0,101
2/26/2003,Cantareira,73.4219771564,0,101
2/27/2003,Cantareira,73.4219771564,0,101
2/28/2003,Cantareira,73.3446238677,0,101
3/1/2003,Cantareira,73.267270579,0,0
3/2/2003,Cantareira,73.1899172903,0,0
3/3/2003,Cantareira,73.0352107129,0,0
3/4/2003,Cantareira,73.0352107129,7.1,7.1
3/5/2003,Cantareira,72.9578574242,0,7.1
3/6/2003,Cantareira,73.0352107129,7.8,14.9
3/7/2003,Cantareira,73.1899172903,10.7,25.6
3/8/2003,Cantareira,73.1899172903,8.2,33.9
3/9/2003,Cantareira,73.3446238677,12.2,46.1
3/10/2003,Cantareira,73.4219771564,2,48.1
3/11/2003,Cantareira,73.4993304451,10.2,58.2
3/12/2003,Cantareira,73.5766837338,4.3,62.5
3/13/2003,Cantareira,73.7313903111,5.7,68.2
3/14/2003,Cantareira,73.8087435998,3.3,71.5
3/15/2003,Cantareira,73.9634501772,0,71.5
3/16/2003,Cantareira,74.0408034659,0,71.5
3/17/2003,Cantareira,73.9634501772,1.6,73.1
3/18/2003,Cantareira,74.0408034659,2.7,75.8
3/19/2003,Cantareira,74.0408034659,0,75.8
3/20/2003,Cantareira,74.0408034659,4.2,80.1
3/21/2003,Cantareira,74.1955100433,12.4,92.4
3/22/2003,Cantareira,74.4275699094,8.2,100.7
3/23/2003,Cantareira,74.4275699094,0,100.7
3/24/2003,Cantareira,74.5049231981,0,100.7
3/25/2003,Cantareira,74.5049231981,0,100.7
3/26/2003,Cantareira,74.5049231981,0,100.7
3/27/2003,Cantareira,74.4275699094,0,100.7
3/28/2003,Cantareira,74.4275699094,2.8,103.5
3/29/2003,Cantareira,74.4275699094,0,103.5
3/30/2003,Cantareira,74.3502166207,0,103.5
3/31/2003,Cantareira,74.272863332,0,103.5
4/1/2003,Cantareira,74.1955100433,0,0
4/2/2003,Cantareira,74.1181567546,0,0
4/3/2003,Cantareira,74.0408034659,0,0
4/4/2003,Cantareira,73.8860968885,0,0
4/5/2003,Cantareira,73.8860968885,8.7,8.7
4/6/2003,Cantareira,73.8087435998,0,8.7
4/7/2003,Cantareira,73.7313903111,7,15.8
4/8/2003,Cantareira,73.7313903111,0,15.8
4/9/2003,Cantareira,73.5766837338,0,15.8
4/10/2003,Cantareira,73.4993304451,0.2,16
4/11/2003,Cantareira,73.4219771564,0.3,16.3
4/12/2003,Cantareira,73.4219771564,4.6,20.9
4/13/2003,Cantareira,73.3446238677,0,20.9
4/14/2003,Cantareira,73.267270579,0,20.9
4/15/2003,Cantareira,73.0352107129,0,20.9
4/16/2003,Cantareira,72.8805041355,0,20.9
4/17/2003,Cantareira,72.8031508468,0,20.9
4/18/2003,Cantareira,72.6484442694,0,20.9
4/19/2003,Cantareira,72.5710909807,0,20.9
4/20/2003,Cantareira,72.6484442694,16.7,37.5
4/21/2003,Cantareira,72.6484442694,1,38.5
4/22/2003,Cantareira,72.5710909807,3.4,41.9
4/23/2003,Cantareira,72.493737692,0,41.9
4/24/2003,Cantareira,72.4163844033,0,41.9
4/25/2003,Cantareira,72.3390311146,0,41.9
4/26/2003,Cantareira,72.1843245372,0,41.9
4/27/2003,Cantareira,72.1069712485,0,41.9
4/28/2003,Cantareira,71.9522646711,0,41.9
4/29/2003,Cantareira,71.7975580937,0,41.9
4/30/2003,Cantareira,71.6428515163,0,41.9
5/1/2003,Cantareira,71.488144939,0,0
5/2/2003,Cantareira,71.4107916503,0.5,0.5
5/3/2003,Cantareira,71.4107916503,19.5,20
5/4/2003,Cantareira,71.4107916503,0,20
5/5/2003,Cantareira,71.3334383616,0,20
5/6/2003,Cantareira,71.2560850729,10.3,30.3
5/7/2003,Cantareira,71.2560850729,2.3,32.6
5/8/2003,Cantareira,71.1787317842,0,32.6
5/9/2003,Cantareira,71.0240252068,0,32.6
5/10/2003,Cantareira,70.8693186294,0,32.6
5/11/2003,Cantareira,70.714612052,0,32.6
5/12/2003,Cantareira,70.6372587633,0,32.6
5/13/2003,Cantareira,70.4825521859,0,32.6
5/14/2003,Cantareira,70.3278456085,0,32.6
5/15/2003,Cantareira,70.1731390311,0,32.6
5/16/2003,Cantareira,69.941079165,0,32.6
5/17/2003,Cantareira,69.7863725876,0,32.6
5/18/2003,Cantareira,69.6316660102,0,32.6
5/19/2003,Cantareira,69.5543127215,0,32.6
5/20/2003,Cantareira,69.3996061442,0,32.6
5/21/2003,Cantareira,69.2448995668,0,32.6
5/22/2003,Cantareira,69.0901929894,0,32.6
5/23/2003,Cantareira,68.935486412,0,32.6
5/24/2003,Cantareira,68.8581331233,12.7,45.3
5/25/2003,Cantareira,68.7034265459,0,45.3
5/26/2003,Cantareira,68.5487199685,0,45.3
5/27/2003,Cantareira,68.3940133911,0,45.3
5/28/2003,Cantareira,68.2393068137,0,45.3
5/29/2003,Cantareira,68.161953525,0,45.3
5/30/2003,Cantareira,68.0072469476,0,45.3
5/31/2003,Cantareira,67.7751870815,0,45.3
6/1/2003,Cantareira,67.6204805041,0,0
6/2/2003,Cantareira,67.4657739267,0,0
6/3/2003,Cantareira,67.3110673494,0,0
6/4/2003,Cantareira,67.156360772,0,0
6/5/2003,Cantareira,66.9243009059,0,0
6/6/2003,Cantareira,66.9243009059,12.5,12.5
6/7/2003,Cantareira,66.7695943285,0,12.5
6/8/2003,Cantareira,66.6922410398,0,12.5
6/9/2003,Cantareira,66.5375344624,0,12.5
6/10/2003,Cantareira,66.382827885,0,12.5
6/11/2003,Cantareira,66.2281213076,0,12.5
6/12/2003,Cantareira,66.0734147302,0,12.5
6/13/2003,Cantareira,65.9187081528,0,12.5
6/14/2003,Cantareira,65.6866482867,0,12.5
6/15/2003,Cantareira,65.5319417093,0,12.5
6/16/2003,Cantareira,65.4545884206,0,12.5
6/17/2003,Cantareira,65.2225285545,0,12.5
6/18/2003,Cantareira,64.9904686885,0,12.5
6/19/2003,Cantareira,64.8357621111,0,12.5
6/20/2003,Cantareira,64.6810555337,0.2,12.7
6/21/2003,Cantareira,64.5263489563,0,12.7
6/22/2003,Cantareira,64.3716423789,0,12.7
6/23/2003,Cantareira,64.2169358015,0,12.7
6/24/2003,Cantareira,63.9848759354,0,12.7
6/25/2003,Cantareira,63.7528160693,0,12.7
6/26/2003,Cantareira,63.5981094919,0,12.7
6/27/2003,Cantareira,63.3660496258,0,12.7
6/28/2003,Cantareira,63.1339897597,0,12.7
6/29/2003,Cantareira,62.9019298937,0,12.7
6/30/2003,Cantareira,62.7472233163,0,12.7
7/1/2003,Cantareira,62.5151634502,0,0
7/2/2003,Cantareira,62.3604568728,0,0
7/3/2003,Cantareira,62.1283970067,0,0
7/4/2003,Cantareira,61.8963371406,0,0
7/5/2003,Cantareira,61.7416305632,0,0
7/6/2003,Cantareira,61.5869239858,0,0
7/7/2003,Cantareira,61.3548641197,0,0
7/8/2003,Cantareira,61.2001575423,0,0
7/9/2003,Cantareira,60.8907443876,0,0
7/10/2003,Cantareira,60.6586845215,0,0
7/11/2003,Cantareira,60.6586845215,28.2,28.2
7/12/2003,Cantareira,60.5039779441,0.4,28.6
7/13/2003,Cantareira,60.3492713667,0,28.6
7/14/2003,Cantareira,60.271918078,0,28.6
7/15/2003,Cantareira,60.0398582119,0,28.6
7/16/2003,Cantareira,59.8851516345,0,28.6
7/17/2003,Cantareira,59.6530917684,0,28.6
7/18/2003,Cantareira,59.498385191,0,28.6
7/19/2003,Cantareira,59.2663253249,0,28.6
7/20/2003,Cantareira,59.0342654588,0,28.6
7/21/2003,Cantareira,58.8795588814,0,28.6
7/22/2003,Cantareira,58.6474990154,0,28.6
7/23/2003,Cantareira,58.492792438,0,28.6
7/24/2003,Cantareira,58.2607325719,0,28.6
7/25/2003,Cantareira,58.1060259945,0,28.6
7/26/2003,Cantareira,57.8739661284,0,28.6
7/27/2003,Cantareira,57.6419062623,0,28.6
7/28/2003,Cantareira,57.4098463962,0,28.6
7/29/2003,Cantareira,57.1777865301,0,28.6
7/30/2003,Cantareira,56.945726664,0,28.6
7/31/2003,Cantareira,56.7910200866,0,28.6
8/1/2003,Cantareira,56.5589602206,0,0
8/2/2003,Cantareira,56.3269003545,0,0
8/3/2003,Cantareira,56.1721937771,0,0
8/4/2003,Cantareira,56.0174871997,0,0
8/5/2003,Cantareira,55.7854273336,0,0
8/6/2003,Cantareira,55.5533674675,0,0
8/7/2003,Cantareira,55.3213076014,2.8,2.8
8/8/2003,Cantareira,55.0892477353,1.6,4.4
8/9/2003,Cantareira,54.8571878692,0.3,4.7
8/10/2003,Cantareira,54.7024812918,2.8,7.5
8/11/2003,Cantareira,54.4704214258,0,7.5
8/12/2003,Cantareira,54.2383615597,0,7.5
8/13/2003,Cantareira,54.0063016936,0,7.5
8/14/2003,Cantareira,53.7742418275,0,7.5
8/15/2003,Cantareira,53.5421819614,0,7.5
8/16/2003,Cantareira,53.387475384,1.9,9.3
8/17/2003,Cantareira,53.2327688066,0.3,9.6
8/18/2003,Cantareira,53.0780622292,0,9.6
8/19/2003,Cantareira,52.8460023631,0,9.6
8/20/2003,Cantareira,52.6912957857,0,9.6
8/21/2003,Cantareira,52.381882631,0,9.6
8/22/2003,Cantareira,52.1498227649,0,9.6
8/23/2003,Cantareira,51.9177628988,0,9.6
8/24/2003,Cantareira,51.6857030327,0,9.6
8/25/2003,Cantareira,51.4536431666,0.2,9.8
8/26/2003,Cantareira,51.2215833005,10.4,20.1
8/27/2003,Cantareira,50.9895234344,1.8,21.9
8/28/2003,Cantareira,50.834816857,0,21.9
8/29/2003,Cantareira,50.6801102796,0.9,22.8
8/30/2003,Cantareira,50.4480504135,0.4,23.2
8/31/2003,Cantareira,50.2933438362,0,23.2
9/1/2003,Cantareira,50.1386372588,1.7,1.7
9/2/2003,Cantareira,49.9065773927,0,1.7
9/3/2003,Cantareira,49.6745175266,0,1.7
9/4/2003,Cantareira,49.4424576605,0,1.7
9/5/2003,Cantareira,49.2877510831,0,1.7
9/6/2003,Cantareira,49.055691217,0,1.7
9/7/2003,Cantareira,48.8236313509,0,1.7
9/8/2003,Cantareira,48.5915714848,0,1.7
9/9/2003,Cantareira,48.3595116187,0,1.7
9/10/2003,Cantareira,48.050098464,0,1.7
9/11/2003,Cantareira,47.9727451753,14.5,16.2
9/12/2003,Cantareira,47.8180385979,0,16.2
9/13/2003,Cantareira,47.5086254431,0.2,16.4
9/14/2003,Cantareira,47.276565577,0.2,16.6
9/15/2003,Cantareira,47.1218589996,0,16.6
9/16/2003,Cantareira,46.8897991335,0,16.6
9/17/2003,Cantareira,46.7350925561,9.2,25.8
9/18/2003,Cantareira,46.5803859787,0,25.8
9/19/2003,Cantareira,46.3483261126,0,25.8
9/20/2003,Cantareira,46.1936195353,0,25.8
9/21/2003,Cantareira,45.9615596692,0,25.8
9/22/2003,Cantareira,45.7294998031,0,25.8
9/23/2003,Cantareira,45.497439937,0,25.8
9/24/2003,Cantareira,45.1880267822,0,25.8
9/25/2003,Cantareira,44.9559669161,0,25.8
9/26/2003,Cantareira,44.6465537613,0,25.8
9/27/2003,Cantareira,44.4918471839,2.3,28.1
9/28/2003,Cantareira,44.4918471839,0.1,28.2
9/29/2003,Cantareira,44.2597873178,0,28.2
9/30/2003,Cantareira,44.0277274518,0,28.2
10/1/2003,Cantareira,43.7956675857,0,0
10/2/2003,Cantareira,43.5636077196,0,0
10/3/2003,Cantareira,43.2541945648,0,0
10/4/2003,Cantareira,43.0221346987,0,0
10/5/2003,Cantareira,42.7900748326,0,0
10/6/2003,Cantareira,42.4806616778,0,0
10/7/2003,Cantareira,42.171248523,2.1,2.1
10/8/2003,Cantareira,42.0938952343,28.7,30.8
10/9/2003,Cantareira,41.939188657,1.3,32.1
10/10/2003,Cantareira,41.7844820796,6.7,38.9
10/11/2003,Cantareira,41.7844820796,24.6,63.5
10/12/2003,Cantareira,42.6353682552,52.4,115.9
10/13/2003,Cantareira,42.6353682552,0,115.9
10/14/2003,Cantareira,42.4806616778,0.3,116.2
10/15/2003,Cantareira,42.3259551004,0,116.2
10/16/2003,Cantareira,42.171248523,0,116.2
10/17/2003,Cantareira,41.939188657,0,116.2
10/18/2003,Cantareira,41.7071287909,0,116.2
10/19/2003,Cantareira,41.4750689248,0,116.2
10/20/2003,Cantareira,41.3203623474,0,116.2
10/21/2003,Cantareira,41.0883024813,0,116.2
10/22/2003,Cantareira,40.8562426152,0.2,116.5
10/23/2003,Cantareira,40.6241827491,1.3,117.8
10/24/2003,Cantareira,40.4694761717,0,117.8
10/25/2003,Cantareira,40.2374163056,0.8,118.6
10/26/2003,Cantareira,39.9280031508,0,118.6
10/27/2003,Cantareira,39.6959432848,0.5,119
10/28/2003,Cantareira,39.5412367074,2.5,121.6
10/29/2003,Cantareira,39.38653013,8.5,130.1
10/30/2003,Cantareira,39.5412367074,23.1,153.2
10/31/2003,Cantareira,39.5412367074,0,153.2
11/1/2003,Cantareira,39.4638834187,3.3,3.3
11/2/2003,Cantareira,39.2318235526,0,3.3
11/3/2003,Cantareira,39.2318235526,3.3,6.6
11/4/2003,Cantareira,39.0771169752,0.3,6.8
11/5/2003,Cantareira,38.9224103978,0,6.8
11/6/2003,Cantareira,38.6903505317,4.3,11.1
11/7/2003,Cantareira,38.6903505317,7,18.1
11/8/2003,Cantareira,38.5356439543,2,20.1
11/9/2003,Cantareira,38.3809373769,0,20.1
11/10/2003,Cantareira,38.2262307995,0,20.1
11/11/2003,Cantareira,38.0715242221,0,20.1
11/12/2003,Cantareira,37.7621110673,0.9,21
11/13/2003,Cantareira,37.5300512013,6.6,27.6
11/14/2003,Cantareira,37.60740449,22.6,50.3
11/15/2003,Cantareira,37.5300512013,0,50.3
11/16/2003,Cantareira,37.3753446239,2.2,52.4
11/17/2003,Cantareira,37.2979913352,18.8,71.2
11/18/2003,Cantareira,37.839464356,50.1,121.4
11/19/2003,Cantareira,37.7621110673,0.4,121.8
11/20/2003,Cantareira,37.7621110673,2.5,124.3
11/21/2003,Cantareira,37.6847577787,0,124.3
11/22/2003,Cantareira,37.5300512013,0,124.3
11/23/2003,Cantareira,37.3753446239,0,124.3
11/24/2003,Cantareira,37.2206380465,0.7,125
11/25/2003,Cantareira,37.0659314691,1.7,126.7
11/26/2003,Cantareira,36.9112248917,1.8,128.4
11/27/2003,Cantareira,36.833871603,7.2,135.6
11/28/2003,Cantareira,36.833871603,11.5,147.1
11/29/2003,Cantareira,36.6791650256,1.5,148.6
11/30/2003,Cantareira,36.6018117369,0,148.6
12/1/2003,Cantareira,36.6018117369,23.9,23.9
12/2/2003,Cantareira,37.0659314691,27.5,51.3
12/3/2003,Cantareira,37.1432847578,0,51.3
12/4/2003,Cantareira,37.3753446239,16.9,68.2
12/5/2003,Cantareira,37.5300512013,6.5,74.8
12/6/2003,Cantareira,37.6847577787,9.2,84
12/7/2003,Cantareira,37.7621110673,0.3,84.3
12/8/2003,Cantareira,37.839464356,2.7,87
12/9/2003,Cantareira,37.6847577787,4.4,91.4
12/10/2003,Cantareira,37.839464356,10.4,101.8
12/11/2003,Cantareira,37.7621110673,0.2,102
12/12/2003,Cantareira,37.6847577787,0.9,102.9
12/13/2003,Cantareira,37.60740449,0.3,103.2
12/14/2003,Cantareira,37.5300512013,0,103.2
12/15/2003,Cantareira,37.3753446239,5.4,108.6
12/16/2003,Cantareira,37.2206380465,1.1,109.7
12/17/2003,Cantareira,37.3753446239,15.7,125.4
12/18/2003,Cantareira,37.4526979126,0.3,125.7
12/19/2003,Cantareira,37.4526979126,0,125.7
12/20/2003,Cantareira,37.3753446239,0,125.7
12/21/2003,Cantareira,37.60740449,24.8,150.6
12/22/2003,Cantareira,37.839464356,16.1,166.6
12/23/2003,Cantareira,38.1488775108,12.4,179
12/24/2003,Cantareira,38.4582906656,3.7,182.7
12/25/2003,Cantareira,38.5356439543,0,182.7
12/26/2003,Cantareira,38.612997243,0,182.7
12/27/2003,Cantareira,38.612997243,0.2,182.9
12/28/2003,Cantareira,38.5356439543,7.3,190.2
12/29/2003,Cantareira,38.6903505317,6.5,196.7
12/30/2003,Cantareira,38.3035840882,1.1,197.8
12/31/2003,Cantareira,39.4638834187,0,197.8
1/1/2004,Cantareira,38.1488775108,4,4
1/2/2004,Cantareira,38.2262307995,3.8,7.8
1/3/2004,Cantareira,38.3035840882,2.7,10.5
1/4/2004,Cantareira,38.2262307995,0.3,10.8
1/5/2004,Cantareira,38.2262307995,0,10.8
1/6/2004,Cantareira,38.1488775108,0,10.8
1/7/2004,Cantareira,37.9941709334,4.9,15.7
1/8/2004,Cantareira,37.9941709334,6.6,22.3
1/9/2004,Cantareira,38.1488775108,20.7,43
1/10/2004,Cantareira,38.4582906656,6.7,49.7
1/11/2004,Cantareira,38.5356439543,0,49.7
1/12/2004,Cantareira,38.612997243,0,49.7
1/13/2004,Cantareira,38.7677038204,21.4,71.1
1/14/2004,Cantareira,38.8450571091,0,71.1
1/15/2004,Cantareira,38.8450571091,2.6,73.7
1/16/2004,Cantareira,39.0771169752,14,87.6
1/17/2004,Cantareira,39.0771169752,0,87.6
1/18/2004,Cantareira,38.9997636865,0,87.6
1/19/2004,Cantareira,38.9224103978,0,87.6
1/20/2004,Cantareira,38.7677038204,0,87.6
1/21/2004,Cantareira,38.612997243,0,87.6
1/22/2004,Cantareira,38.4582906656,8.8,96.5
1/23/2004,Cantareira,38.612997243,0.5,96.9
1/24/2004,Cantareira,38.612997243,15.1,112.1
1/25/2004,Cantareira,38.612997243,0.1,112.2
1/26/2004,Cantareira,38.5356439543,6.8,119.1
1/27/2004,Cantareira,38.6903505317,22.2,141.2
1/28/2004,Cantareira,38.8450571091,10.6,151.8
1/29/2004,Cantareira,38.9997636865,0.7,152.6
1/30/2004,Cantareira,38.9997636865,0,152.6
1/31/2004,Cantareira,38.9997636865,5,157.6
2/1/2004,Cantareira,39.0771169752,13.3,13.3
2/2/2004,Cantareira,39.0771169752,0,13.3
2/3/2004,Cantareira,39.0771169752,13.3,26.6
2/4/2004,Cantareira,38.9997636865,0.6,27.2
2/5/2004,Cantareira,38.9997636865,2.4,29.6
2/6/2004,Cantareira,39.2318235526,27.5,57.1
2/7/2004,Cantareira,39.5412367074,15.9,73
2/8/2004,Cantareira,39.6959432848,0.1,73
2/9/2004,Cantareira,39.6959432848,0,73
2/10/2004,Cantareira,39.6185899961,0,73
2/11/2004,Cantareira,39.5412367074,0,73
2/12/2004,Cantareira,39.4638834187,0,73
2/13/2004,Cantareira,39.38653013,1.3,74.3
2/14/2004,Cantareira,39.38653013,5,79.4
2/15/2004,Cantareira,39.5412367074,21.6,101
2/16/2004,Cantareira,39.8506498622,16.8,117.8
2/17/2004,Cantareira,39.9280031508,2.4,120.2
2/18/2004,Cantareira,40.0053564395,0,120.2
2/19/2004,Cantareira,39.9280031508,0,120.2
2/20/2004,Cantareira,39.9280031508,11.1,131.3
2/21/2004,Cantareira,39.9280031508,0.6,131.9
2/22/2004,Cantareira,40.4694761717,42.5,174.4
2/23/2004,Cantareira,41.3977156361,31.6,206
2/24/2004,Cantareira,42.7900748326,28.9,234.9
2/25/2004,Cantareira,43.7956675857,6,240.9
2/26/2004,Cantareira,44.72390705,11.5,252.4
2/27/2004,Cantareira,45.497439937,0.8,253.2
2/28/2004,Cantareira,46.1936195353,2.4,255.6
2/29/2004,Cantareira,46.6577392674,0,255.6
3/1/2004,Cantareira,46.8124458448,0,0
3/2/2004,Cantareira,47.0445057109,0,0
3/3/2004,Cantareira,47.0445057109,0,0
3/4/2004,Cantareira,47.1218589996,2,2
3/5/2004,Cantareira,47.276565577,0.3,2.3
3/6/2004,Cantareira,47.3539188657,2,4.3
3/7/2004,Cantareira,47.6633320205,18.8,23.1
3/8/2004,Cantareira,47.8180385979,2.8,26
3/9/2004,Cantareira,47.8953918866,0.9,26.9
3/10/2004,Cantareira,47.8953918866,0.8,27.6
3/11/2004,Cantareira,47.9727451753,1.2,28.8
3/12/2004,Cantareira,47.9727451753,0,28.8
3/13/2004,Cantareira,47.9727451753,0,28.8
3/14/2004,Cantareira,47.9727451753,0,28.8
3/15/2004,Cantareira,48.1274517527,11.4,40.2
3/16/2004,Cantareira,48.2048050414,5.8,46
3/17/2004,Cantareira,48.2821583301,0,46
3/18/2004,Cantareira,48.2821583301,0,46
3/19/2004,Cantareira,48.2048050414,0,46
3/20/2004,Cantareira,48.4368649074,14.1,60.1
3/21/2004,Cantareira,48.5915714848,2.6,62.7
3/22/2004,Cantareira,48.5915714848,0,62.7
3/23/2004,Cantareira,48.5915714848,0,62.7
3/24/2004,Cantareira,48.5142181961,0,62.7
3/25/2004,Cantareira,48.4368649074,0,62.7
3/26/2004,Cantareira,48.4368649074,0,62.7
3/27/2004,Cantareira,48.7462780622,31.2,93.9
3/28/2004,Cantareira,48.7462780622,0,93.9
3/29/2004,Cantareira,48.6689247735,1.2,95.1
3/30/2004,Cantareira,48.6689247735,1.8,96.9
3/31/2004,Cantareira,48.7462780622,8.5,105.4
4/1/2004,Cantareira,48.7462780622,0,0
4/2/2004,Cantareira,48.7462780622,0,0
4/3/2004,Cantareira,48.6689247735,0,0
4/4/2004,Cantareira,48.5915714848,0.3,0.3
4/5/2004,Cantareira,48.7462780622,14.2,14.4
4/6/2004,Cantareira,48.7462780622,0.4,14.8
4/7/2004,Cantareira,48.9009846396,20.2,35.1
4/8/2004,Cantareira,48.9783379283,0,35.1
4/9/2004,Cantareira,48.9009846396,0,35.1
4/10/2004,Cantareira,48.9783379283,0,35.1
4/11/2004,Cantareira,48.9783379283,0,35.1
4/12/2004,Cantareira,48.9009846396,0,35.1
4/13/2004,Cantareira,48.9009846396,0.1,35.1
4/14/2004,Cantareira,48.8236313509,0.8,35.9
4/15/2004,Cantareira,48.8236313509,4.8,40.7
4/16/2004,Cantareira,48.9009846396,22.7,63.4
4/17/2004,Cantareira,49.2103977944,13.7,77.1
4/18/2004,Cantareira,49.2103977944,0,77.1
4/19/2004,Cantareira,49.2103977944,1.3,78.4
4/20/2004,Cantareira,49.7518708153,39.4,117.8
4/21/2004,Cantareira,50.0612839701,0,117.8
4/22/2004,Cantareira,50.2159905475,9.3,127.1
4/23/2004,Cantareira,50.2933438362,0,127.1
4/24/2004,Cantareira,50.2933438362,0,127.1
4/25/2004,Cantareira,50.2933438362,0.1,127.2
4/26/2004,Cantareira,50.2159905475,0.6,127.7
4/27/2004,Cantareira,50.2159905475,0,127.7
4/28/2004,Cantareira,50.2159905475,0,127.7
4/29/2004,Cantareira,50.1386372588,0,127.7
4/30/2004,Cantareira,50.0612839701,0,127.7
5/1/2004,Cantareira,49.9839306814,0,0
5/2/2004,Cantareira,49.829224104,0,0
5/3/2004,Cantareira,49.7518708153,0,0
5/4/2004,Cantareira,49.6745175266,0,0
5/5/2004,Cantareira,49.5971642379,0,0
5/6/2004,Cantareira,49.5971642379,0.6,0.6
5/7/2004,Cantareira,49.6745175266,9.1,9.7
5/8/2004,Cantareira,49.829224104,16.4,26.1
5/9/2004,Cantareira,49.9065773927,6,32.2
5/10/2004,Cantareira,49.9839306814,0,32.2
5/11/2004,Cantareira,49.9065773927,0,32.2
5/12/2004,Cantareira,49.9065773927,0,32.2
5/13/2004,Cantareira,49.7518708153,0,32.2
5/14/2004,Cantareira,49.6745175266,0,32.2
5/15/2004,Cantareira,49.5971642379,4.4,36.6
5/16/2004,Cantareira,49.7518708153,13.5,50.1
5/17/2004,Cantareira,49.7518708153,0,50.1
5/18/2004,Cantareira,49.829224104,0,50.1
5/19/2004,Cantareira,49.829224104,0,50.1
5/20/2004,Cantareira,49.7518708153,0,50.1
5/21/2004,Cantareira,49.6745175266,0,50.1
5/22/2004,Cantareira,49.7518708153,8.8,58.9
5/23/2004,Cantareira,49.7518708153,0,58.9
5/24/2004,Cantareira,49.7518708153,0.8,59.7
5/25/2004,Cantareira,49.829224104,21.7,81.5
5/26/2004,Cantareira,50.2159905475,32.1,113.5
5/27/2004,Cantareira,50.5254037022,3.7,117.3
5/28/2004,Cantareira,50.7574635683,0,117.3
5/29/2004,Cantareira,50.7574635683,0,117.3
5/30/2004,Cantareira,50.7574635683,0,117.3
5/31/2004,Cantareira,50.9121701457,10.1,127.4
6/1/2004,Cantareira,51.2215833005,14.8,14.8
6/2/2004,Cantareira,51.4536431666,0,14.8
6/3/2004,Cantareira,51.6857030327,11,25.7
6/4/2004,Cantareira,52.3045293423,30.2,55.9
6/5/2004,Cantareira,52.8460023631,4.6,60.5
6/6/2004,Cantareira,53.0780622292,3,63.4
6/7/2004,Cantareira,53.3101220953,0,63.4
6/8/2004,Cantareira,53.387475384,0,63.4
6/9/2004,Cantareira,53.4648286727,0,63.4
6/10/2004,Cantareira,53.4648286727,1.2,64.6
6/11/2004,Cantareira,53.4648286727,0.2,64.8
6/12/2004,Cantareira,53.5421819614,0,64.8
