data,reservatorio,vol util (%),prec (mm/dia),acum prec (mês)
6/16/2009,Cantareira,89.047341473,0.1,50.4
6/17/2009,Cantareira,88.9699881843,0.1,50.5
6/18/2009,Cantareira,88.8926348956,0,50.5
6/19/2009,Cantareira,88.8152816069,0,50.5
6/20/2009,Cantareira,88.7379283182,0.1,50.5
6/21/2009,Cantareira,88.5832217408,0.1,50.6
6/22/2009,Cantareira,88.5832217408,0,50.6
6/23/2009,Cantareira,88.4285151635,0.1,50.6
6/24/2009,Cantareira,88.2738085861,0.1,50.7
6/25/2009,Cantareira,88.1964552974,0.1,50.7
6/26/2009,Cantareira,88.2738085861,17.8,68.5
6/27/2009,Cantareira,88.2738085861,0.1,68.5
6/28/2009,Cantareira,88.2738085861,10.1,78.6
6/29/2009,Cantareira,88.3511618748,0.1,78.7
6/30/2009,Cantareira,88.3511618748,0.1,78.7
7/1/2009,Cantareira,88.1964552974,0,0
7/2/2009,Cantareira,88.1191020087,0.1,0.1
7/3/2009,Cantareira,88.1191020087,14.4,14.5
7/4/2009,Cantareira,88.1191020087,0,14.5
7/5/2009,Cantareira,88.04174872,0,14.5
7/6/2009,Cantareira,87.9643954313,0,14.5
7/7/2009,Cantareira,87.8096888539,0,14.5
7/8/2009,Cantareira,87.7323355652,0.1,14.5
7/9/2009,Cantareira,87.6549822765,0.1,14.6
7/10/2009,Cantareira,87.5002756991,0,14.6
7/11/2009,Cantareira,87.5002756991,10.9,25.5
7/12/2009,Cantareira,87.6549822765,28.8,54.2
7/13/2009,Cantareira,87.7323355652,0,54.2
7/14/2009,Cantareira,87.6549822765,0.1,54.3
7/15/2009,Cantareira,87.5776289878,0,54.3
7/16/2009,Cantareira,87.5002756991,0,54.3
7/17/2009,Cantareira,87.4229224104,0,54.3
7/18/2009,Cantareira,87.268215833,0,54.3
7/19/2009,Cantareira,87.1908625443,2.7,57
7/20/2009,Cantareira,87.1908625443,0.1,57.1
7/21/2009,Cantareira,87.0361559669,0,57.1
7/22/2009,Cantareira,86.9588026782,0,57.1
7/23/2009,Cantareira,86.8040961008,0.1,57.1
7/24/2009,Cantareira,86.7267428121,9.3,66.5
7/25/2009,Cantareira,86.9588026782,32.1,98.5
7/26/2009,Cantareira,87.1908625443,6.7,105.2
7/27/2009,Cantareira,87.3455691217,4.7,109.9
7/28/2009,Cantareira,87.4229224104,1.6,111.5
7/29/2009,Cantareira,87.5002756991,18.1,129.6
7/30/2009,Cantareira,87.7323355652,11.5,141.2
7/31/2009,Cantareira,87.7323355652,0,141.2
8/1/2009,Cantareira,87.6549822765,0.1,0.1
8/2/2009,Cantareira,87.5776289878,0,0.1
8/3/2009,Cantareira,87.5002756991,0,0.1
8/4/2009,Cantareira,87.4229224104,0.5,0.6
8/5/2009,Cantareira,87.3455691217,0.1,0.6
8/6/2009,Cantareira,87.268215833,0,0.6
8/7/2009,Cantareira,87.1908625443,0,0.6
8/8/2009,Cantareira,87.0361559669,0,0.6
8/9/2009,Cantareira,86.8814493895,0,0.6
8/10/2009,Cantareira,86.8040961008,0,0.6
8/11/2009,Cantareira,86.7267428121,0,0.6
8/12/2009,Cantareira,86.6493895234,0,0.6
8/13/2009,Cantareira,86.494682946,0.1,0.7
8/14/2009,Cantareira,86.3399763686,0.1,0.7
8/15/2009,Cantareira,86.1852697913,0,0.7
8/16/2009,Cantareira,86.1079165026,0,0.7
8/17/2009,Cantareira,85.9532099252,0,0.7
8/18/2009,Cantareira,85.8758566365,1.1,1.9
8/19/2009,Cantareira,85.8758566365,16.1,18
8/20/2009,Cantareira,85.8758566365,3,21
8/21/2009,Cantareira,85.8758566365,18,39
8/22/2009,Cantareira,85.8758566365,0,39
8/23/2009,Cantareira,85.8758566365,0,39
8/24/2009,Cantareira,85.7985033478,7,46
8/25/2009,Cantareira,85.7985033478,1.7,47.7
8/26/2009,Cantareira,85.7985033478,0.1,47.8
8/27/2009,Cantareira,85.6437967704,0,47.8
8/28/2009,Cantareira,85.5664434817,0,47.8
8/29/2009,Cantareira,85.4117369043,0,47.8
8/30/2009,Cantareira,85.3343836156,0,47.8
8/31/2009,Cantareira,85.1796770382,0,47.8
9/1/2009,Cantareira,85.0249704608,0.1,0.1
9/2/2009,Cantareira,84.9476171721,0.1,0.1
9/3/2009,Cantareira,84.7929105947,0,0.1
9/4/2009,Cantareira,84.715557306,22.9,23
9/5/2009,Cantareira,84.715557306,4,27
9/6/2009,Cantareira,84.6382040173,0.1,27.1
9/7/2009,Cantareira,84.6382040173,12.2,39.3
9/8/2009,Cantareira,84.5608507286,0,39.3
9/9/2009,Cantareira,85.2570303269,54.4,93.7
9/10/2009,Cantareira,85.6437967704,2,95.7
9/11/2009,Cantareira,85.7985033478,0,95.7
9/12/2009,Cantareira,85.7985033478,0,95.7
9/13/2009,Cantareira,85.7985033478,0,95.7
9/14/2009,Cantareira,85.7211500591,0,95.7
9/15/2009,Cantareira,85.6437967704,3.1,98.8
9/16/2009,Cantareira,85.5664434817,0.1,98.9
9/17/2009,Cantareira,85.489090193,0,98.9
9/18/2009,Cantareira,85.4117369043,0,98.9
9/19/2009,Cantareira,85.3343836156,0,98.9
9/20/2009,Cantareira,85.1796770382,0.3,99.2
9/21/2009,Cantareira,85.1023237495,0,99.2
9/22/2009,Cantareira,85.0249704608,6.6,105.8
9/23/2009,Cantareira,84.9476171721,0.8,106.6
9/24/2009,Cantareira,84.9476171721,9.7,116.2
9/25/2009,Cantareira,84.9476171721,0,116.2
9/26/2009,Cantareira,84.8702638834,0,116.2
9/27/2009,Cantareira,84.715557306,0,116.2
9/28/2009,Cantareira,84.6382040173,0,116.2
9/29/2009,Cantareira,84.6382040173,28.4,144.6
9/30/2009,Cantareira,84.5608507286,0.3,144.9
10/1/2009,Cantareira,84.4834974399,0,0
10/2/2009,Cantareira,84.4061441512,0,0
10/3/2009,Cantareira,84.2514375738,0,0
10/4/2009,Cantareira,84.1740842852,3.5,3.5
10/5/2009,Cantareira,84.1740842852,0,3.5
10/6/2009,Cantareira,84.0193777078,0,3.5
10/7/2009,Cantareira,84.0967309965,13.6,17.1
10/8/2009,Cantareira,84.0967309965,4.5,21.6
10/9/2009,Cantareira,84.2514375738,10.6,32.2
10/10/2009,Cantareira,84.3287908625,0,32.2
10/11/2009,Cantareira,84.4061441512,0,32.2
10/12/2009,Cantareira,84.3287908625,0,32.2
10/13/2009,Cantareira,84.3287908625,7.5,39.7
10/14/2009,Cantareira,84.3287908625,0,39.7
10/15/2009,Cantareira,84.1740842852,0.8,40.4
10/16/2009,Cantareira,84.2514375738,17.6,58.1
10/17/2009,Cantareira,84.1740842852,0,58.1
10/18/2009,Cantareira,84.1740842852,8.2,66.3
10/19/2009,Cantareira,84.1740842852,2.2,68.5
10/20/2009,Cantareira,84.8702638834,41,109.4
10/21/2009,Cantareira,85.0249704608,0.1,109.6
10/22/2009,Cantareira,85.1023237495,17.6,127.2
10/23/2009,Cantareira,85.2570303269,0.1,127.2
10/24/2009,Cantareira,85.3343836156,0,127.2
10/25/2009,Cantareira,85.2570303269,0,127.2
10/26/2009,Cantareira,85.1796770382,0,127.2
10/27/2009,Cantareira,85.2570303269,29.6,156.8
10/28/2009,Cantareira,85.2570303269,1,157.8
10/29/2009,Cantareira,85.2570303269,0.2,158.1
10/30/2009,Cantareira,85.1796770382,0.3,158.3
10/31/2009,Cantareira,85.1023237495,0,158.3
11/1/2009,Cantareira,85.0249704608,0,0
11/2/2009,Cantareira,84.9476171721,0,0
11/3/2009,Cantareira,84.8702638834,0,0
11/4/2009,Cantareira,84.715557306,0,0
11/5/2009,Cantareira,84.5608507286,0,0
11/6/2009,Cantareira,84.4061441512,6.4,6.4
11/7/2009,Cantareira,84.2514375738,2,8.4
11/8/2009,Cantareira,84.0967309965,7.8,16.2
11/9/2009,Cantareira,84.0967309965,26.5,42.8
11/10/2009,Cantareira,84.0967309965,7,49.8
11/11/2009,Cantareira,84.2514375738,8.3,58.1
11/12/2009,Cantareira,84.6382040173,50.1,108.2
11/13/2009,Cantareira,84.7929105947,0,108.2
11/14/2009,Cantareira,84.715557306,0,108.2
11/15/2009,Cantareira,84.6382040173,3,111.2
11/16/2009,Cantareira,84.715557306,24.7,135.8
11/17/2009,Cantareira,84.9476171721,1.1,137
11/18/2009,Cantareira,85.0249704608,0,137
11/19/2009,Cantareira,84.9476171721,0,137
11/20/2009,Cantareira,84.8702638834,0,137
11/21/2009,Cantareira,84.8702638834,15,152
11/22/2009,Cantareira,84.9476171721,10.2,162.2
11/23/2009,Cantareira,85.0249704608,0.8,163
11/24/2009,Cantareira,85.0249704608,10,173
11/25/2009,Cantareira,85.1796770382,20.8,193.8
11/26/2009,Cantareira,85.2570303269,10.1,203.9
11/27/2009,Cantareira,85.3343836156,2.1,206.1
11/28/2009,Cantareira,85.6437967704,17.3,223.3
11/29/2009,Cantareira,85.8758566365,9.9,233.2
11/30/2009,Cantareira,86.0305632139,4.4,237.6
12/1/2009,Cantareira,86.0305632139,1.6,1.6
12/2/2009,Cantareira,86.0305632139,8,9.6
12/3/2009,Cantareira,86.8040961008,46.4,56
12/4/2009,Cantareira,87.268215833,13.7,69.7
12/5/2009,Cantareira,87.5776289878,5.4,75.2
12/6/2009,Cantareira,87.7323355652,0,75.2
12/7/2009,Cantareira,87.8870421426,8.4,83.6
12/8/2009,Cantareira,88.1191020087,39.3,122.9
12/9/2009,Cantareira,89.5888144939,40.2,163.1
12/10/2009,Cantareira,90.3623473809,0.3,163.4
12/11/2009,Cantareira,91.4452934226,29.3,192.7
12/12/2009,Cantareira,92.0641197322,9.5,202.1
12/13/2009,Cantareira,92.6055927531,12,214.2
12/14/2009,Cantareira,93.5338322174,27.2,241.4
12/15/2009,Cantareira,94.2300118157,0.8,242.2
12/16/2009,Cantareira,95.0808979913,9.7,251.9
12/17/2009,Cantareira,95.8544308783,25.8,277.7
12/18/2009,Cantareira,96.93737692,36.3,314
12/19/2009,Cantareira,97.2467900748,0.3,314.3
12/20/2009,Cantareira,97.3241433635,0,314.3
12/21/2009,Cantareira,97.4014966522,0,314.3
12/22/2009,Cantareira,97.3241433635,0,314.3
12/23/2009,Cantareira,97.0920834974,7.5,321.8
12/24/2009,Cantareira,96.8600236314,1.7,323.4
12/25/2009,Cantareira,96.7826703427,9.4,332.9
12/26/2009,Cantareira,96.705317054,21.1,354
12/27/2009,Cantareira,96.705317054,0.7,354.7
12/28/2009,Cantareira,97.0147302087,37.1,391.8
12/29/2009,Cantareira,97.4014966522,26.8,418.6
12/30/2009,Cantareira,97.4788499409,0.2,418.8
12/31/2009,Cantareira,97.3241433635,0,418.8
1/1/2010,Cantareira,97.0920834974,0.7,0.7
1/2/2010,Cantareira,97.5562032296,54.9,55.5
1/3/2010,Cantareira,97.6335565183,3.9,59.4
1/4/2010,Cantareira,97.4788499409,0,59.4
1/5/2010,Cantareira,97.2467900748,6.1,65.5
1/6/2010,Cantareira,97.5562032296,38.5,104.1
1/7/2010,Cantareira,97.710909807,12.3,116.4
1/8/2010,Cantareira,98.0203229618,22.7,139.1
1/9/2010,Cantareira,98.0203229618,6.8,145.9
1/10/2010,Cantareira,98.0203229618,3.5,149.4
1/11/2010,Cantareira,97.8656163844,0.3,149.6
1/12/2010,Cantareira,98.0203229618,18.8,168.4
1/13/2010,Cantareira,97.9429696731,1.4,169.8
1/14/2010,Cantareira,97.7882630957,0.1,169.8
1/15/2010,Cantareira,97.6335565183,5.1,174.9
1/16/2010,Cantareira,97.2467900748,0,174.9
1/17/2010,Cantareira,97.4788499409,47.3,222.2
1/18/2010,Cantareira,97.5562032296,2.8,225
1/19/2010,Cantareira,97.5562032296,20.4,245.5
1/20/2010,Cantareira,97.5562032296,10.2,255.7
1/21/2010,Cantareira,97.4788499409,9.3,264.9
1/22/2010,Cantareira,97.4788499409,14.4,279.3
1/23/2010,Cantareira,97.3241433635,2.2,281.5
1/24/2010,Cantareira,97.6335565183,22.3,303.8
1/25/2010,Cantareira,98.1750295392,15.9,319.7
1/26/2010,Cantareira,99.0259157148,55.1,374.7
1/27/2010,Cantareira,99.3353288696,30.4,405.1
1/28/2010,Cantareira,99.490035447,15.4,420.5
1/29/2010,Cantareira,99.7220953131,41.9,462.4
1/30/2010,Cantareira,99.8768018905,23,485.3
1/31/2010,Cantareira,99.6447420244,0,485.3
2/1/2010,Cantareira,99.3353288696,3.9,3.9
2/2/2010,Cantareira,99.1806222922,7,10.9
2/3/2010,Cantareira,99.1032690035,12.4,23.3
2/4/2010,Cantareira,98.9485624262,0.6,23.9
2/5/2010,Cantareira,98.7165025601,6.9,30.8
2/6/2010,Cantareira,98.4070894053,0.3,31
2/7/2010,Cantareira,98.0976762505,4.2,35.2
2/8/2010,Cantareira,97.710909807,0.3,35.4
2/9/2010,Cantareira,97.4788499409,0,35.4
2/10/2010,Cantareira,97.2467900748,21.2,56.6
2/11/2010,Cantareira,97.1694367861,9.5,66.1
2/12/2010,Cantareira,97.0920834974,6.2,72.2
2/13/2010,Cantareira,96.8600236314,1,73.3
2/14/2010,Cantareira,96.705317054,0,73.3
2/15/2010,Cantareira,96.6279637653,0,73.3
2/16/2010,Cantareira,96.4732571879,1.4,74.6
2/17/2010,Cantareira,96.3185506105,9.7,84.3
2/18/2010,Cantareira,96.4732571879,28,112.4
2/19/2010,Cantareira,96.4732571879,6,118.4
2/20/2010,Cantareira,96.3959038992,0.1,118.4
2/21/2010,Cantareira,96.2411973218,7.1,125.5
2/22/2010,Cantareira,96.1638440331,0,125.5
2/23/2010,Cantareira,96.0091374557,5,130.6
2/24/2010,Cantareira,95.8544308783,6.5,137.1
2/25/2010,Cantareira,95.7770775896,21.1,158.2
2/26/2010,Cantareira,95.6997243009,5.4,163.6
2/27/2010,Cantareira,95.6223710122,0,163.6
2/28/2010,Cantareira,95.3903111461,0,163.6
3/1/2010,Cantareira,95.4676644348,28,28
3/2/2010,Cantareira,96.0091374557,14.2,42.2
3/3/2010,Cantareira,96.3959038992,0.5,42.7
3/4/2010,Cantareira,96.7826703427,1.1,43.8
3/5/2010,Cantareira,96.93737692,0,43.8
3/6/2010,Cantareira,96.93737692,0,43.8
3/7/2010,Cantareira,97.4014966522,24,67.7
3/8/2010,Cantareira,97.4014966522,0,67.7
3/9/2010,Cantareira,97.2467900748,0,67.7
3/10/2010,Cantareira,97.0920834974,0,67.7
3/11/2010,Cantareira,96.8600236314,0,67.7
3/12/2010,Cantareira,96.6279637653,0,67.7
3/13/2010,Cantareira,96.3959038992,0,67.7
3/14/2010,Cantareira,96.0864907444,0,67.7
3/15/2010,Cantareira,96.0864907444,23.8,91.5
3/16/2010,Cantareira,96.0864907444,4.5,96
3/17/2010,Cantareira,96.0864907444,0.3,96.3
3/18/2010,Cantareira,96.0864907444,2.6,99
3/19/2010,Cantareira,96.0091374557,0,99
3/20/2010,Cantareira,96.1638440331,5.8,104.7
3/21/2010,Cantareira,96.2411973218,0,104.7
3/22/2010,Cantareira,96.705317054,18,122.7
3/23/2010,Cantareira,97.0147302087,5.4,128.1
3/24/2010,Cantareira,97.2467900748,0,128.1
3/25/2010,Cantareira,97.4014966522,0,128.1
3/26/2010,Cantareira,97.6335565183,9.8,137.9
3/27/2010,Cantareira,97.8656163844,7.1,145
3/28/2010,Cantareira,97.9429696731,0.5,145.5
3/29/2010,Cantareira,98.0203229618,0.8,146.3
3/30/2010,Cantareira,98.3297361166,24.3,170.7
3/31/2010,Cantareira,98.5617959827,2.3,173
4/1/2010,Cantareira,98.9485624262,0,0
4/2/2010,Cantareira,98.9485624262,0,0
4/3/2010,Cantareira,98.9485624262,2.2,2.2
4/4/2010,Cantareira,99.2579755809,12.3,14.5
4/5/2010,Cantareira,99.490035447,6.6,21.1
4/6/2010,Cantareira,99.7994486018,2.9,24
4/7/2010,Cantareira,100.1862150453,23.2,47.2
4/8/2010,Cantareira,100.4182749114,3.9,51.1
4/9/2010,Cantareira,100.4182749114,5.9,57
4/10/2010,Cantareira,100.4182749114,1.4,58.3
4/11/2010,Cantareira,100.3409216227,0,58.3
4/12/2010,Cantareira,100.1088617566,0,58.3
4/13/2010,Cantareira,99.9541551792,0,58.3
4/14/2010,Cantareira,99.7994486018,0.1,58.4
4/15/2010,Cantareira,99.6447420244,0,58.4
4/16/2010,Cantareira,99.6447420244,0,58.4
4/17/2010,Cantareira,99.6447420244,0,58.4
4/18/2010,Cantareira,99.7220953131,0.1,58.4
4/19/2010,Cantareira,99.7220953131,0.1,58.5
4/20/2010,Cantareira,99.6447420244,0.1,58.6
4/21/2010,Cantareira,99.7220953131,0,58.6
4/22/2010,Cantareira,99.7220953131,0,58.6
4/23/2010,Cantareira,99.7994486018,0,58.6
4/24/2010,Cantareira,99.7994486018,9.4,68
4/25/2010,Cantareira,99.7994486018,0,68
4/26/2010,Cantareira,99.8768018905,0.2,68.2
4/27/2010,Cantareira,99.7994486018,0,68.2
4/28/2010,Cantareira,99.7994486018,0,68.2
4/29/2010,Cantareira,99.7994486018,0,68.2
4/30/2010,Cantareira,99.8768018905,0,68.2
5/1/2010,Cantareira,99.7994486018,0,0
5/2/2010,Cantareira,99.7994486018,0,0
5/3/2010,Cantareira,99.7220953131,0.1,0.1
5/4/2010,Cantareira,99.7220953131,0,0.1
5/5/2010,Cantareira,99.7220953131,0.1,0.1
5/6/2010,Cantareira,99.7220953131,0,0.1
5/7/2010,Cantareira,99.6447420244,0.1,0.2
5/8/2010,Cantareira,99.6447420244,0,0.2
5/9/2010,Cantareira,99.7220953131,17.3,17.5
5/10/2010,Cantareira,99.7220953131,0.3,17.8
5/11/2010,Cantareira,99.7220953131,0,17.8
5/12/2010,Cantareira,99.7220953131,0,17.8
5/13/2010,Cantareira,99.6447420244,0,17.8
5/14/2010,Cantareira,99.6447420244,0,17.8
5/15/2010,Cantareira,99.6447420244,0,17.8
5/16/2010,Cantareira,99.7220953131,0.1,17.8
5/17/2010,Cantareira,99.6447420244,0,17.8
5/18/2010,Cantareira,99.6447420244,0,17.8
5/19/2010,Cantareira,99.5673887357,0.9,18.8
5/20/2010,Cantareira,99.5673887357,3.1,21.9
5/21/2010,Cantareira,99.5673887357,0.2,22
5/22/2010,Cantareira,99.5673887357,0,22
5/23/2010,Cantareira,99.5673887357,0,22
5/24/2010,Cantareira,99.490035447,0.1,22.1
5/25/2010,Cantareira,99.4126821583,0,22.1
5/26/2010,Cantareira,99.3353288696,0.1,22.1
5/27/2010,Cantareira,99.3353288696,0,22.1
5/28/2010,Cantareira,99.2579755809,0,22.1
5/29/2010,Cantareira,99.2579755809,0,22.1
5/30/2010,Cantareira,99.1806222922,0,22.1
5/31/2010,Cantareira,99.1806222922,3.9,26
6/1/2010,Cantareira,99.1032690035,0,0
6/2/2010,Cantareira,99.0259157148,0,0
6/3/2010,Cantareira,98.9485624262,0,0
6/4/2010,Cantareira,98.8712091375,0,0
6/5/2010,Cantareira,98.8712091375,12.6,12.6
6/6/2010,Cantareira,98.9485624262,1.3,13.9
6/7/2010,Cantareira,99.0259157148,0,13.9
6/8/2010,Cantareira,99.0259157148,0.1,13.9
6/9/2010,Cantareira,98.9485624262,0,13.9
6/10/2010,Cantareira,98.7938558488,0.1,14
6/11/2010,Cantareira,98.7165025601,0,14
6/12/2010,Cantareira,98.6391492714,0.1,14.1
6/13/2010,Cantareira,98.5617959827,0,14.1
6/14/2010,Cantareira,98.484442694,0,14.1
6/15/2010,Cantareira,98.4070894053,0.1,14.1
6/16/2010,Cantareira,98.4070894053,0,14.1
6/17/2010,Cantareira,98.3297361166,0.1,14.2
6/18/2010,Cantareira,98.1750295392,0,14.2
6/19/2010,Cantareira,98.1750295392,0.1,14.2
6/20/2010,Cantareira,98.0976762505,0,14.2
6/21/2010,Cantareira,98.0203229618,0,14.2
6/22/2010,Cantareira,97.9429696731,0.1,14.3
6/23/2010,Cantareira,97.8656163844,0.2,14.4
6/24/2010,Cantareira,97.7882630957,0,14.4
6/25/2010,Cantareira,97.710909807,0.1,14.5
6/26/2010,Cantareira,97.6335565183,0,14.5
6/27/2010,Cantareira,97.5562032296,0.9,15.4
6/28/2010,Cantareira,97.4788499409,0,15.4
6/29/2010,Cantareira,97.4014966522,0.1,15.5
6/30/2010,Cantareira,97.2467900748,0,15.5
7/1/2010,Cantareira,97.1694367861,0.1,0.1
7/2/2010,Cantareira,97.0920834974,0.1,0.2
7/3/2010,Cantareira,96.93737692,0,0.2
7/4/2010,Cantareira,96.8600236314,0.1,0.2
7/5/2010,Cantareira,96.7826703427,0,0.2
7/6/2010,Cantareira,96.705317054,0.1,0.3
7/7/2010,Cantareira,96.5506104766,0.1,0.3
7/8/2010,Cantareira,96.4732571879,0,0.3
7/9/2010,Cantareira,96.3959038992,0,0.3
7/10/2010,Cantareira,96.2411973218,0,0.3
7/11/2010,Cantareira,96.1638440331,0,0.3
7/12/2010,Cantareira,96.0864907444,1.2,1.5
7/13/2010,Cantareira,96.0091374557,0.1,1.6
7/14/2010,Cantareira,96.2411973218,38,39.5
7/15/2010,Cantareira,96.5506104766,21.6,61.1
7/16/2010,Cantareira,96.8600236314,19.7,80.8
7/17/2010,Cantareira,96.93737692,0.3,81.1
7/18/2010,Cantareira,96.93737692,0.1,81.2
7/19/2010,Cantareira,96.8600236314,0,81.2
7/20/2010,Cantareira,96.7826703427,0,81.2
7/21/2010,Cantareira,96.705317054,0,81.2
7/22/2010,Cantareira,96.705317054,0.1,81.3
7/23/2010,Cantareira,96.6279637653,0,81.3
7/24/2010,Cantareira,96.5506104766,0,81.3
7/25/2010,Cantareira,96.3959038992,0,81.3
7/26/2010,Cantareira,96.3185506105,0,81.3
7/27/2010,Cantareira,96.2411973218,0,81.3
7/28/2010,Cantareira,96.1638440331,0,81.3
7/29/2010,Cantareira,96.0864907444,0,81.3
7/30/2010,Cantareira,96.0091374557,0,81.3
7/31/2010,Cantareira,95.8544308783,0,81.3
8/1/2010,Cantareira,95.7770775896,0,0
8/2/2010,Cantareira,95.6997243009,0,0
8/3/2010,Cantareira,95.6223710122,0,0
8/4/2010,Cantareira,95.4676644348,0.1,0.1
8/5/2010,Cantareira,95.3903111461,0.7,0.8
8/6/2010,Cantareira,95.3129578574,0,0.8
8/7/2010,Cantareira,95.15825128,0,0.8
8/8/2010,Cantareira,95.0035447026,0.1,0.9
8/9/2010,Cantareira,94.9261914139,0,0.9
8/10/2010,Cantareira,94.7714848365,0,0.9
8/11/2010,Cantareira,94.6941315479,0,0.9
8/12/2010,Cantareira,94.6167782592,0,0.9
8/13/2010,Cantareira,94.4620716818,0,0.9
8/14/2010,Cantareira,94.3073651044,0.1,0.9
8/15/2010,Cantareira,94.152658527,0,0.9
8/16/2010,Cantareira,93.9979519496,0,0.9
8/17/2010,Cantareira,93.8432453722,0,0.9
8/18/2010,Cantareira,93.6885387948,0,0.9
8/19/2010,Cantareira,93.5338322174,0,0.9
8/20/2010,Cantareira,93.37912564,0.1,1
8/21/2010,Cantareira,93.3017723513,0,1
8/22/2010,Cantareira,93.1470657739,0,1
8/23/2010,Cantareira,92.9923591965,0,1
8/24/2010,Cantareira,92.8376526191,0.1,1
8/25/2010,Cantareira,92.6055927531,0,1
8/26/2010,Cantareira,92.4508861757,0,1
8/27/2010,Cantareira,92.373532887,0,1
8/28/2010,Cantareira,92.2188263096,0,1
8/29/2010,Cantareira,92.0641197322,0,1
8/30/2010,Cantareira,91.8320598661,0,1
8/31/2010,Cantareira,91.6773532887,0,1
9/1/2010,Cantareira,91.5226467113,0,0
9/2/2010,Cantareira,91.3679401339,0,0
9/3/2010,Cantareira,91.2132335565,0,0
9/4/2010,Cantareira,90.9811736904,0,0
9/5/2010,Cantareira,90.9038204017,0,0
9/6/2010,Cantareira,90.7491138243,0,0
9/7/2010,Cantareira,90.5170539583,0,0
9/8/2010,Cantareira,90.4397006696,9.6,9.6
9/9/2010,Cantareira,90.2076408035,0,9.6
9/10/2010,Cantareira,90.0529342261,0,9.6
9/11/2010,Cantareira,89.82087436,0,9.6
9/12/2010,Cantareira,89.5888144939,0,9.6
9/13/2010,Cantareira,89.4341079165,0,9.6
9/14/2010,Cantareira,89.2020480504,0,9.6
9/15/2010,Cantareira,89.047341473,0,9.6
9/16/2010,Cantareira,88.8152816069,0.1,9.7
9/17/2010,Cantareira,88.5832217408,0,9.7
9/18/2010,Cantareira,88.4285151635,0,9.7
9/19/2010,Cantareira,88.1964552974,0,9.7
9/20/2010,Cantareira,88.04174872,0,9.7
9/21/2010,Cantareira,87.8870421426,6.8,16.4
9/22/2010,Cantareira,87.8096888539,7.8,24.3
9/23/2010,Cantareira,87.5776289878,0,24.3
9/24/2010,Cantareira,87.4229224104,4.1,28.4
9/25/2010,Cantareira,87.268215833,9.9,38.3
9/26/2010,Cantareira,87.1135092556,2.1,40.3
9/27/2010,Cantareira,87.1908625443,21.8,62.2
9/28/2010,Cantareira,87.1908625443,8.4,70.6
9/29/2010,Cantareira,87.1135092556,0.1,70.7
9/30/2010,Cantareira,86.9588026782,0.8,71.4
10/1/2010,Cantareira,86.8814493895,0,0
10/2/2010,Cantareira,86.8040961008,10.8,10.8
10/3/2010,Cantareira,86.6493895234,4.8,15.6
10/4/2010,Cantareira,86.5720362347,0.5,16
10/5/2010,Cantareira,86.4173296573,0,16
10/6/2010,Cantareira,86.26262308,0,16
10/7/2010,Cantareira,86.1079165026,0,16
10/8/2010,Cantareira,86.1079165026,10.3,26.3
10/9/2010,Cantareira,85.9532099252,0.1,26.4
10/10/2010,Cantareira,85.7985033478,0.4,26.7
10/11/2010,Cantareira,85.6437967704,0.1,26.8
10/12/2010,Cantareira,85.489090193,0,26.8
10/13/2010,Cantareira,85.3343836156,0,26.8
10/14/2010,Cantareira,85.1023237495,0,26.8
10/15/2010,Cantareira,84.9476171721,0.1,26.9
10/16/2010,Cantareira,84.7929105947,2,28.9
10/17/2010,Cantareira,84.5608507286,0.1,29
10/18/2010,Cantareira,84.3287908625,14.1,43.1
10/19/2010,Cantareira,84.2514375738,4.1,47.1
10/20/2010,Cantareira,84.0967309965,0.1,47.2
10/21/2010,Cantareira,83.9420244191,0,47.2
10/22/2010,Cantareira,83.7873178417,0,47.2
10/23/2010,Cantareira,83.6326112643,0,47.2
10/24/2010,Cantareira,83.4005513982,4.3,51.5
10/25/2010,Cantareira,83.2458448208,0,51.5
10/26/2010,Cantareira,83.0911382434,18.5,70
10/27/2010,Cantareira,82.8590783773,0,70
10/28/2010,Cantareira,82.7043717999,0,70
10/29/2010,Cantareira,82.5496652225,0,70
10/30/2010,Cantareira,82.3176053564,0,70
10/31/2010,Cantareira,82.2402520677,21.4,91.4
11/1/2010,Cantareira,82.162898779,0.3,0.3
11/2/2010,Cantareira,82.0081922017,0.2,0.5
11/3/2010,Cantareira,81.8534856243,0,0.5
11/4/2010,Cantareira,81.6214257582,0,0.5
11/5/2010,Cantareira,81.4667191808,0,0.5
11/6/2010,Cantareira,81.3120126034,10.6,11
11/7/2010,Cantareira,81.2346593147,6.5,17.5
11/8/2010,Cantareira,81.0799527373,0,17.5
11/9/2010,Cantareira,80.9252461599,0.1,17.6
11/10/2010,Cantareira,80.7705395825,17.2,34.8
11/11/2010,Cantareira,80.6158330051,0.2,35
11/12/2010,Cantareira,80.4611264277,0,35
11/13/2010,Cantareira,80.3064198503,3.8,38.8
11/14/2010,Cantareira,80.1517132729,0.2,39
11/15/2010,Cantareira,79.9196534069,0,39
11/16/2010,Cantareira,79.7649468295,8.4,47.4
11/17/2010,Cantareira,79.9970066955,32.9,80.4
11/18/2010,Cantareira,80.0743599842,19.3,99.6
11/19/2010,Cantareira,80.0743599842,0,99.6
11/20/2010,Cantareira,79.9970066955,0,99.6
11/21/2010,Cantareira,79.8423001182,0,99.6
11/22/2010,Cantareira,79.6102402521,2.2,101.9
